company_id,company_name,careers_url,old_ats_provider,reason
1959,Leap Labs,https://www.leap-labs.com,greenhouse,resolver_no_match
1967,Penta Precision,https://www.pentaprecision.co.uk,teamtailor,resolver_no_match
1987,Snap Inc.,https://www.snap.com/,smartrecruiters,resolver_no_match
1997,Vitrue Health,https://www.vitruehealth.com,teamtailor,resolver_no_match
2018,Lime,https://www.li.me/en-gb,ashby,resolver_no_match
2048,Ascend Studio,https://ascendstudio.co.uk,greenhouse,resolver_no_match
2050,Biaco,https://www.biaco.energy,smartrecruiters,resolver_no_match
2052,Cloudorizon,https://www.cloudorizon.com,smartrecruiters,resolver_no_match
2054,Fair Finance,https://fairfinance.org.uk,teamtailor,resolver_no_match
2086,Clearer.io,https://www.clearer.io,lever,resolver_no_match
2109,Project London,https://projectlondon.co.uk,bamboohr,resolver_no_match
2126,Open Cages,https://opencages.org,smartrecruiters,resolver_no_match
2131,Street Crane,https://streetcrane.com,smartrecruiters,resolver_no_match
2134,Atlantica,https://atlantica.com/,smartrecruiters,resolver_no_match
2141,Handshake,https://joinhandshake.co.uk,greenhouse,resolver_no_match
2150,Hughes Fowler Carruthers,https://hfclaw.com,smartrecruiters,resolver_no_match
2161,Yahoo,https://www.yahooinc.com/,smartrecruiters,resolver_no_match
2165,Restrata,https://www.restrata.com,smartrecruiters,resolver_no_match
2167,Side,https://side.inc,teamtailor,resolver_no_match
2191,Omega,https://omg.one,smartrecruiters,resolver_no_match
2202,Alcatel-Lucent Enterprise,https://www.al-enterprise.com,smartrecruiters,resolver_no_match
2233,RoslinCT,https://www.roslinct.com,teamtailor,resolver_no_match
2238,Champion Communications,https://championcomms.com,greenhouse,resolver_no_match
2249,IHSS,https://ihss.co.uk,smartrecruiters,resolver_no_match
2257,AddSecure,https://www.addsecure.com,teamtailor,resolver_no_match
2259,Daisy Communications,http://www.daisygroup.co.uk,smartrecruiters,resolver_no_match
2263,BIC,https://eu.bic.com/en-gb,smartrecruiters,resolver_no_match
2267,Agio Ratings,https://www.agioratings.io,greenhouse,resolver_no_match
2271,Bracket,https://www.bracket.co.uk,smartrecruiters,resolver_no_match
2288,RTL Deutschland,https://company.rtl.com/en/homepage/index.html,greenhouse,resolver_no_match
2297,Scissero,https://www.scissero.com/,teamtailor,resolver_no_match
2298,Premier Dental Clinic,https://premierdentalclinic.co.uk/,smartrecruiters,resolver_no_match
2303,UCR Group,https://www.ucrgroup.co/,smartrecruiters,resolver_no_match
2329,Accent Catering,https://accentcatering.co.uk,smartrecruiters,resolver_no_match
2332,Medical Connections,https://www.medicalconnections.co.uk,smartrecruiters,resolver_no_match
2334,Qargo,https://www.qargo.com,teamtailor,resolver_no_match
2338,Empower Translate,https://www.empowertranslate.com,smartrecruiters,resolver_no_match
2346,BSA,https://www.bsacompany.co.uk,smartrecruiters,resolver_no_match
2348,Centra,https://centra.com,teamtailor,resolver_no_match
2352,Open Hydro,https://openhydro.net,smartrecruiters,resolver_no_match
2353,Pfizer,https://www.pfizer.co.uk,smartrecruiters,resolver_no_match
2359,CSM Architects,https://www.csmarchitects.co.uk,smartrecruiters,resolver_no_match
2368,Premier Marinas,https://www.premiermarinas.com,smartrecruiters,resolver_no_match
2369,St. George’s Crypt,https://www.stgeorgescrypt.org.uk,teamtailor,resolver_no_match
2372,ADEC Innovations,https://www.adec-innovations.com,smartrecruiters,resolver_no_match
2378,Indefi,https://indefi.com,teamtailor,resolver_no_match
2388,Panache,https://www.panache-lingerie.com/,smartrecruiters,resolver_no_match
2397,Curve Games,https://curvegames.com,teamtailor,resolver_no_match
2415,Mirion,https://www.mirion.com,teamtailor,resolver_no_match
2426,UST HealthProof,https://usthealthproof.com,smartrecruiters,resolver_no_match
2462,Barron McCann,https://barronmccann.com,smartrecruiters,resolver_no_match
2473,Titania,https://www.titania.com,teamtailor,resolver_no_match
2480,LLC Global,https://www.llccars.co.uk/,smartrecruiters,resolver_no_match
2497,brown + company,https://www.brownandcompany.uk,smartrecruiters,resolver_no_match
2516,ClearRoute,https://www.clearroute.io,teamtailor,resolver_no_match
